derivation_chain,status_chain,halstead_difficulty
"['jiQwnJEALokD3fRJn', 'C2iKMiLozehAErT9H', 'sniDX6A6rZczDpPfk', 'QoMsFjq5rhjLKyMEB', 'Et5DXGYxNyG8ju55f', 'tFyejSTPZkmBRpyR6', 'Xk8GGKEXnudLgaPS3', 'WdbXzmF2PXgyq2EF5', 'u5vbWnHmbWYXkSFJu']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.5, 10.5, 9.0, 10.5, 10.5, 10.5, 9.0, 10.5, 11.666666666666668]"
"['G5A2z845vi4on4hkE', 'ReKh8J9AbHhJwWLof']","['PARSEERROR', 'UNSAT']","[10.0, 11.916666666666666]"
"['WhJTqBfhbxeFECtXd', 'd9nwbb2dy72jotmcv']","['PARSEERROR', 'UNSAT']","[11.916666666666666, 11.916666666666666]"
"['AhGgzTMgt9XFrSZG6', 'S99Ps5QptDBwSvBMg']","['PARSEERROR', 'SAT']","[9.75, 9.75]"
"['Gp9JjbGbYAfKANBde', 'CD62QczxQk9XRKdNa', '4G4GCjCiX6L4CCQ9q', '5irn7MH6PARe6u7R4', 'sB4s4YfyJrFAQBpPf', 'xLSuotrAWsQdBMcud']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[7.2, 7.2, 7.2, 7.2, 7.2, 7.2]"
"['9wfeGjFRQuZiqcBFq', 'WQWJPk7sBioB2qQeS', 'qYYcfASWxPHfN6x73']","['PARSEERROR', 'PARSEERROR', 'SAT']","[7.2, 11.916666666666666, 11.916666666666666]"
"['NNgxwnbnvSt37GKyJ', 'BxKXQFpa2FowGoBn4']","['PARSEERROR', 'SAT']","[10.5, 9.333333333333334]"
"['phkeqMJfwQHkpdLbf', 'MPnNfx74cxtpCbEiN']","['PARSEERROR', 'SAT']","[13.75, 12.833333333333334]"
"['qHJTdn5PXJuhDYHCz', '3TaQAAPA6vpDpCuQq', 'nTu9WhedT4knYv7Zg']","['PARSEERROR', 'PARSEERROR', 'SAT']","[11.666666666666668, 11.666666666666668, 12.833333333333334]"
"['aKYxMGqJSaTvHNx5g', 'FEt5y4p3KBYtvuFPp']","['PARSEERROR', 'SAT']","[12.833333333333334, 12.833333333333334]"
"['BYJCvT4be3aQW3NZi', 'DNqW8HDhSnttWd766', '8LHTWNSoRomG28ixp', 's9yX29jhHJgTFG5mZ']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[7.0, 9.333333333333334, 9.333333333333334, 10.5]"
"['XXcEQcsZYK9NbuvmP', '89QCKgKjn9jBsgDqq']","['PARSEERROR', 'UNSAT']","[8.0, 14.0]"
"['zWLEBYpsWubYd9xSZ', 'v4HZDPDjwETHBZ4xT', 'uQuMmJEzt49Y4o95g']","['PARSEERROR', 'PARSEERROR', 'SAT']","[8.1, 8.1, 8.1]"
"['aFLuW3G5ny4iizE7E', 'KYKp5pGqT2rhDkR9N']","['PARSEERROR', 'UNSAT']","[9.0, 10.0]"
"['MFGMLsYkYX5XuC8sW', 'S6gFmgmKJTGpcceRj']","['PARSEERROR', 'SAT']","[9.9, 8.0]"
"['HQbCKmYfWhWwAqsEn', 'o4Pdy26hGoPBrmiQh']","['PARSEERROR', 'SAT']","[6.3, 9.0]"
"['mvJdxuNoDn8m5n7Hj', '7724Bn98vArA8jCmv', 'QwqwCCetR7AdLW8Kq', 'm5yKnMMrbaad3DNzM']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.0, 8.0, 9.0, 9.0]"
"['Mm99CwJJJvbodrzRf', 'nmxSzjNDW4FHzHPWN']","['PARSEERROR', 'UNSAT']","[9.0, 10.5]"
"['SN3Jk7m829Liojc99', 'r2Kvc9AeibnjzWkbP']","['PARSEERROR', 'SAT']","[21.666666666666664, 11.666666666666668]"
"['7bETue2s7H8iAkQGo', '9dZ2znCXXNabgWg3s']","['PARSEERROR', 'SAT']","[7.0, 6.3]"
"['nqaCbSpa7safdcCfp', '3Jp9goR4zPyvgfqb5']","['PARSEERROR', 'SAT']","[11.666666666666668, 11.666666666666668]"
"['xyhjLJP53N4n6DhJn', 'uETXapM3yhKN7hfKp']","['PARSEERROR', 'SAT']","[12.0, 11.666666666666668]"
"['wEmuaBXRZii5S7sXT', 'dhcjhCZqiEmKZxRxJ', '5sndij9W9M2MGhFbS', 'kG94Pog2gLwbhgv7u']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[11.666666666666668, 14.0, 14.0, 12.833333333333334]"
"['nm5DwwJtYk9RrdGT5', '2gSsN8mzJZgXs8tAz', 'n9CSNzjCodCM4T4BT']","['PARSEERROR', 'PARSEERROR', 'SAT']","[9.285714285714286, 10.0, 11.666666666666668]"
"['rxuFXvPfkksqs7dk9', 'nxQisBDeg4FAeduBc']","['PARSEERROR', 'SAT']","[11.0, 12.833333333333334]"
"['ToJWgv47cRMKQk78H', 'X2FpNyDWa5erCecof']","['PARSEERROR', 'UNSAT']","[12.833333333333334, 12.833333333333334]"
"['jz86D5JBgFGLeTjaE', 'SEvYjyoeCiyS2iMLC']","['PARSEERROR', 'SAT']","[12.0, 14.0]"
"['u3QDCPry22LE49Ri3', '49D484G8tScgmd8in']","['PARSEERROR', 'SAT']","[14.57142857142857, 9.642857142857142]"
"['MeYBkD5WuFCEBwonb', 'x3W7G5xfQSywFEhEf']","['PARSEERROR', 'SAT']","[13.357142857142856, 15.785714285714285]"
"['L5BQjBAc4e7QGjjhk', 'FbKKT7nYbguMLSb2Y', '6uwQYDkt7oHEv4egq']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.0, 7.0, 6.666666666666667]"
"['6nCH2Q7F2XeaKw6Wq', 'XmnWPRRHr2cPMfnZq', '4MAQDs6gPeguNFYZY', '9JYTLwzCinaGRRKY7']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[9.428571428571429, 10.214285714285715, 8.75, 11.0]"
"['ZophaNCM6Bc3pQqtv', 'ocfXuzZpwmn6f4uFo']","['PARSEERROR', 'SAT']","[9.9, 12.0]"
"['ea5Ez56j6zKwcGFtt', '6Gn3aY6T2EkGQGL5Y']","['PARSEERROR', 'SAT']","[9.0, 10.5]"
"['4MHBPpMy3QcYZigEF', 'okmJgpMhxcoA74H8w', 'i5puBzSTrqWjFm246']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[11.666666666666668, 11.666666666666668, 12.833333333333334]"
"['q2tzSktDh45qY7Mkg', 'K3Nz8YpSTNpremue4']","['PARSEERROR', 'SAT']","[7.7142857142857135, 9.0]"
"['SyNvjBuiQGNaiAfvu', '8Txadrqd67aBb2qcb', '2oFHpXybWYHYp94WS', 't3kdtA8kbfhPtyN7K', 'Jj9jcRhGRkboWt522', 'PcQkbomronrFnEk6q', 'MJiNYRindLWCeHvY4']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[12.833333333333334, 14.0, 12.833333333333334, 12.833333333333334, 12.833333333333334, 12.833333333333334, 14.0]"
"['nZS8shefa7NrzyYQj', 'szxFgJwhMaxWHDLYF', 'tqMDZ3pcQXu7XhY9w', 'ECPiXaeXBxneX46sZ', 'X8wgBm8EmY8HAmzy9']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[5.833333333333334, 6.666666666666667, 6.666666666666667, 8.0, 9.0]"
"['o3iG5iyj7on6pkT4Z', 'LK85gXmcmJfuJKnmY']","['PARSEERROR', 'SAT']","[11.666666666666668, 12.833333333333334]"
"['gxpphHTyrrvRiqcv6', '4gW4HKrKic8JEtQR9']","['PARSEERROR', 'UNSAT']","[8.0, 8.0]"
"['agAX7rJeoubX4o53a', 'zCJQXDuy6huBjpqAF']","['PARSEERROR', 'SAT']","[7.2, 9.0]"
"['kTjEE4A8a42uMG7gh', 'sGMXbF7R3CGJvK29f']","['PARSEERROR', 'SAT']","[6.857142857142857, 8.0]"
"['MWbWMCsrhBLhvMasN', 'EH6rHwDNHFoKHgXj6']","['PARSEERROR', 'UNSAT']","[6.3, 8.0]"
"['vS4xZjyu7x4QKBjff', 'h73BQaXyXgeLbRngJ', 'v5QDj8d3Yz5i9sXhv', 'Hj5SyNBrQxud5Bsxp', 'AYyq7iqfF2mNeyzYC']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[6.3, 6.666666666666667, 8.0, 6.3, 8.0]"
"['MuXhJiwEBWRZoMAWe', 'dzteErvMX27HvF2qg', 'BAWqHJw8npoDkmn8v', 'HsWJJf4yadb38k4K9']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[9.0, 9.0, 10.0, 11.666666666666668]"
"['3NqhRw4yYcZDeuCHj', 'GYDTwKr36TXAazR9v']","['PARSEERROR', 'SAT']","[10.833333333333332, 8.0]"
"['Jmzt8XJPqsXGMMsym', '6sFWsGrZJkhRN2nDn']","['PARSEERROR', 'SAT']","[9.75, 10.833333333333332]"
"['WbAqMbaDyoT2sx6tJ', 'Qn2ePQuRMDA7ssBbh', '3yW4nj8W9Whf2cwbA', 'C5uCNemjzn73dcQ27']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[14.0, 14.0, 12.833333333333334, 4.800000000000001]"
"['zF9jyBtZBnLukBJoA', 'oAeY79BG8J94KcGMm']","['PARSEERROR', 'SAT']","[9.0, 11.666666666666668]"
"['PoHTydG5YrvETJCKt', 'Rx7WSF7TCHSy7SJbG']","['PARSEERROR', 'UNSAT']","[9.0, 7.2]"
"['tjRRZrrti8zwb55dT', 'v6tcLcwur63YxqYZJ', 'jkQnTCn7fmuf9SsEc']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.5, 10.5, 11.666666666666668]"
"['cPSEmEXa8dtiZXkmk', 'xhZi4T5xMAm6ah6Th']","['PARSEERROR', 'SAT']","[5.25, 6.3]"
"['mw2kiBwgWJkyyRkSf', 'S7GMJBazGyqNoiKBc']","['PARSEERROR', 'UNSAT']","[8.0, 8.0]"
"['X2vAE7exghxKcEGKW', 'dHaWSKJjCJoLNcEzQ']","['PARSEERROR', 'SAT']","[10.5, 10.5]"
"['pvTkz5hzxwi7xSowv', 'snDmP9GBFrXxvpFfM']","['PARSEERROR', 'UNSAT']","[7.333333333333333, 8.0]"
"['DzsNPC4kMXPp9xwZu', '9vDQHbRTfAPrXNRE2']","['PARSEERROR', 'UNSAT']","[7.0, 8.0]"
"['BjrTNS5yNjBcEnLQd', 'Wcwmqvi32rovdBX4Y', 'pprwoeWKE6b5Jnsrf']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.8, 9.9, 8.0]"
"['Ro3TYPd5p63Kvn2vd', 'wvvzeiBdP4ZQFJiNw', 'tqxJEn8ieiQABoFHA']","['PARSEERROR', 'PARSEERROR', 'SAT']","[7.0, 9.0, 9.75]"
"['H6Pfw4orpA7KBsHSF', 'iypFgKvrKuaZZcf4o']","['PARSEERROR', 'SAT']","[8.8, 8.8]"
"['x8bgZjERfMmFhjpZv', '6Wzq8f6LP5g32D3LD']","['PARSEERROR', 'SAT']","[8.8, 8.8]"
"['9iEeYSYbCzqASuuFS', 'LJ8ypqphcacek58rb', 'MmyjENfZf77Febmq6']","['PARSEERROR', 'PARSEERROR', 'SAT']","[11.666666666666668, 11.666666666666668, 11.666666666666668]"
"['m8QapyZSBd7sH8vkx', 'kBGE8rWggZjPLQBgL', 'rLxn9boiB3JaCCGq5']","['PARSEERROR', 'PARSEERROR', 'SAT']","[8.0, 8.0, 8.0]"
"['Z3PpdBtzgzc2BsY8v', 'Hqxarv8vTSSTuBmz9']","['PARSEERROR', 'UNSAT']","[8.0, 9.0]"
"['HMsqQxFnCSHyM8hYJ', '9xbDTtLAkg9CuPicG']","['PARSEERROR', 'UNSAT']","[9.9, 9.9]"
"['tqww6nYCZhhWtmaAb', '9o8Mfb2BTz3ahwc3c', 'vy6CXaJzwWvpBa8MH', '49MJQbS6SitmafKXY']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[10.833333333333332, 9.75, 9.75, 9.0]"
"['gYkEABYhtmgpWyiYE', 'sEi5xRCC4ZXpBgyHk', 'JLbW2qfucNnYGmaDQ', 'LhNX6BvyNvPEaNxD4']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[7.2, 6.3, 6.3, 8.0]"
"['NLsMoWd7fjkuHK9nZ', '94CTMXt8222jGfena']","['PARSEERROR', 'UNSAT']","[12.833333333333334, 12.833333333333334]"
"['Rad8rJh4N3ZFN8Eeu', '47mgLzWR88pbRYvQg']","['PARSEERROR', 'SAT']","[8.0, 8.0]"
"['NQKWMEkBz5baB6qFP', 'KuarZoJyGhqLTkWS7']","['PARSEERROR', 'UNSAT']","[8.0, 8.0]"
"['koptRxpMsCh9Tt2yv', 'ERT5kFfK6ZqMGbY5A', 'XmWvrMuMGuPikf4wY', 'QDC93LqrJFso4C7Sz']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.0, 8.0, 8.0, 7.2]"
"['aPTrdLZnwPhfBrrmR', 'NNZYx2HufY4Kh4nsg']","['PARSEERROR', 'UNSAT']","[10.5, 8.0]"
"['QnuPGXGFSYooSdE6K', 'jyqjLhaF6d75KTGEo']","['PARSEERROR', 'SAT']","[7.0, 8.0]"
"['k8WGeiqrWZ98Q7BA2', 'xCwKRhhwcSafdXQER']","['PARSEERROR', 'SAT']","[7.0, 8.8]"
"['8Xg54Znk5zygoGY3x', 'hDRk9T7dKBW28g5As']","['PARSEERROR', 'SAT']","[7.0, 8.8]"
"['NMmsfG4XX8tqEEvwe', 'eEysM9dgSQaCgZRZ9', 'L4rzz7DZGxysaXrmR', 'cBqRri8nZR6NoNwWb', 'mXiGDNPBL3GjbYnZG']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[9.9, 8.0, 9.9, 10.285714285714285, 10.285714285714285]"
"['2KQLgJXbTcgaaryzF', 'vsZGB5N5EsYh2GPYh']","['PARSEERROR', 'UNSAT']","[10.0, 11.666666666666668]"
"['F5KqSTY9BCoQGjuqY', 'gSdzgZe34ztE4vykn']","['PARSEERROR', 'UNSAT']","[7.0, 7.0]"
"['ZEsoGT3TN63s8qPbN', 'ymPTQ5pMFaBXpjkkr']","['PARSEERROR', 'UNSAT']","[12.833333333333334, 14.0]"
"['JZasiJQsb5EGquFJ7', 'AJkiPYkGb8Q4scSKp', 'r8ooQmozqnBFeex4T', 'YmSrtPvZqk4kFFB2g']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.0, 8.0, 7.333333333333333, 8.0]"
"['H6Q8gGbQGh3ngNk7w', '6mwmhQpg6JPQG7tDm']","['PARSEERROR', 'SAT']","[8.0, 8.0]"
"['RsTKtJBmhb63QKcqo', 'WieNXnMhXgWbkKmWc', 'rfSMwQAffTMKsg7dk']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[3.5, 3.5, 7.2]"
"['SyWjqE9P9yYdrRnty', 'pSSippcxtpBrZbHi3']","['PARSEERROR', 'SAT']","[16.0, 16.0]"
"['cHKu95qPkdjrCYwvA', 'heLSzqFneA5Loezp3']","['PARSEERROR', 'UNSAT']","[9.0, 9.0]"
"['S98SJyf9YFsEC9Lrm', 'y5PDAJNAzhdT9NCEj']","['PARSEERROR', 'UNSAT']","[12.833333333333334, 13.75]"
"['ucejabKiWj2eeHcfc', 'KufgvuaM4RinEFWcP']","['PARSEERROR', 'UNSAT']","[11.666666666666668, 12.833333333333334]"
"['6gmZ7uRspZ4FTunic', 'j4wX3hRj78SW8maoZ']","['PARSEERROR', 'SAT']","[19.833333333333336, 18.666666666666664]"
"['YXWfygSM7MJQ4ZZJG', 'wQs7wPqo6uMy8gxkx']","['PARSEERROR', 'UNSAT']","[9.0, 14.0]"
"['qdFgY9Jd7TJphGybs', 'i7xGmuMKxNo6BNoKm', '5sgXtJjrHCC8hpmz8']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[9.0, 9.0, 9.0]"
"['gBMZc8hZnas96FycM', 'YqoXdnGR7GtweaHYK']","['PARSEERROR', 'SAT']","[17.333333333333332, 16.0]"
"['GkwtnGNMkDd7q2ohT', 'L6wxFyTzbhpmckXc4', 'he4ae5rnZ9FxijMhh', 'HKhBqigh6jRzFwdQB']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.0, 8.0, 8.0, 8.0]"
"['Qxsje7W4orKbcDZ8q', 'JdKmNBzoabnfm4Zck', 'maLgDqr2ftJsLqSnZ', 'wkh8SFhaHMSR4458Z', 'ivT3E52d9aGJ67W6M']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.0, 8.0, 8.0, 8.0, 8.0]"
"['nyN4D6SYoAJsGKZPP', 'PrLLKcxdnFPShQZFu', 'TfBfLuDvpt2XjMrEN']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[7.2, 7.2, 7.2]"
"['jYCGBFwiC7Ba5M9Sk', 'gNjASxo6McsgwoNE9']","['PARSEERROR', 'UNSAT']","[12.0, 11.666666666666668]"
"['XCaqYZgcv3RJSAZS5', 'KEPujWnzranBmzoFW']","['PARSEERROR', 'SAT']","[13.714285714285714, 16.0]"
"['6GwAK9HfFPdxN5hZA', 'WMFCS4hAFkvHdm8MG']","['PARSEERROR', 'SAT']","[14.666666666666666, 14.666666666666666]"
"['oC8Y6HrAKtGtw7S44', 'e4MKeSR3t7myv7qXX', 'TWML4mJ9z4yxMutiw', 'ukKyFujLa2Dvr9zzh']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[4.800000000000001, 4.800000000000001, 4.800000000000001, 4.800000000000001]"
"['s4TwTCFyGsapkt2QP', '59bNTuzWFGpTyjS5W', 'rpKs8EuHfzHiQXae5']","['PARSEERROR', 'PARSEERROR', 'SAT']","[12.833333333333334, 16.0, 16.0]"
"['s4TwTCFyGsapkt2QP', '59bNTuzWFGpTyjS5W', 'rpKs8EuHfzHiQXae5']","['PARSEERROR', 'PARSEERROR', 'SAT']","[12.833333333333334, 16.0, 16.0]"
"['ZxBrA8BzhdrFTgQoT', 'WJfZbXHE7N2vQ5WnK', 'n7jDqYmcFJAMJqca4', 'wZqzMSQ8pAajPgsxZ', 'k2Gv4GmcSSHHN7unX', 'JP4e3RMuZtTroqyjp', 'qbHJsZ3WM7ghFZdzC', 'ZcbmBBzuqS5JcAtoo', 'tZdYoLXDjNDYp8SwS', 'MdnxX3CkJckgzan47']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.0, 8.0, 8.0, 8.0, 7.0, 8.0, 8.0, 10.5, 10.5, 10.5]"
"['GTGcqGszaQWmN8ML3', 'ZHDNMEemhjSuMzxkr']","['PARSEERROR', 'SAT']","[10.5, 9.333333333333334]"
"['xsyjDD7MgKFyphxcu', '53CKKtJRb2DNZT6mh', 'ko6zp4jStE8Rs3mWb', 'dqbZcpii2hAmow6SJ', 'jjWhvy4rfuXo4p434', 'JSHv2dmKXjoagMJ3S', '4tikY4q5F4BgtqwNs']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[15.0, 15.0, 16.0, 19.5, 17.642857142857142, 21.0, 19.5]"
"['6wdeWx9o5QHxKpFNL', '73jrC6Gq9mEvhAqyh']","['PARSEERROR', 'SAT']","[7.0, 7.0]"
"['AdPRJyd3Qz5p9gZHu', '2r33CcPx9twopsdvH', 'DzhprcbrcGQis3Tbr']","['PARSEERROR', 'PARSEERROR', 'SAT']","[8.0, 8.0, 10.5]"
"['QpXw3xn3oiN2uXkFi', 'JHQTRng36N8PkFDBx']","['PARSEERROR', 'SAT']","[10.5, 11.666666666666668]"
"['GMs89Rp8hEGGE7e9S', 'XRFSSErFvZnvFPqax', 'rqWNBfwbzk8TLp9Fa', 'b4wuyX9iNqRgBBStq', 'gGdFbSmZxewp5qhWA', '8Ri2MPYmhx9LeGGfb']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[15.166666666666668, 14.0, 14.0, 12.833333333333334, 12.833333333333334, 11.666666666666668]"
"['9q8cbrF2c4LugK7Ba', 'ZcZoZqQkJ93eW6Q3k']","['PARSEERROR', 'SAT']","[14.0, 14.0]"
"['pu7RWrgLDuTTDcCax', 'b9LA9vZJKsn6P88XK']","['PARSEERROR', 'SAT']","[12.833333333333334, 13.0]"
"['zbFm3ceWNizC9tG63', 'hMLJfXyQuAQMgMu7T']","['PARSEERROR', 'SAT']","[17.5, 16.25]"
"['mKrRCMZJSspa2yhKy', 'ygJ7FHSpmBvfQkEfs']","['PARSEERROR', 'SAT']","[6.3, 11.666666666666668]"
"['PBFK3MJzvCjMXBz26', 'jzKk4v27ybrTJDkZB']","['PARSEERROR', 'SAT']","[11.666666666666668, 12.833333333333334]"
"['QgZEd8YMmAoPCFhtL', '9Y3GZBxXcPZfTxzA7']","['PARSEERROR', 'SAT']","[6.666666666666667, 9.75]"
"['YYFm9cpp5peBh2ouu', 'YZmYCr7fw9r4HMcN5']","['PARSEERROR', 'UNSAT']","[7.333333333333333, 7.2]"
"['jLcNJwNkEhkDreuCT', 'B4Gg5Puxnz5WQjSQL', 'qKBNpcpLms6b8xAXr']","['PARSEERROR', 'PARSEERROR', 'SAT']","[14.57142857142857, 14.57142857142857, 15.0]"
"['veqTX5PLhfCEPQZTh', 'GvgH7K9hhKMDaDW7W']","['PARSEERROR', 'SAT']","[15.42857142857143, 14.142857142857144]"
"['DXjus7domGFWvrE5B', 'nCkQNqnDXWGsjKn9G']","['PARSEERROR', 'SAT']","[8.0, 6.3]"
"['WneL8jYGjNexCnST4', 'oqJbmt3KPrpcuSiYx']","['PARSEERROR', 'SAT']","[8.0, 8.0]"
"['xFoRstQ27Brjt4aBm', 'Jr8Tf5w27xPjsaiaa']","['PARSEERROR', 'SAT']","[8.0, 7.0]"
"['G4r5nRtWKtYk89Qfk', 'Ed2LBQpTnrCukiumv']","['PARSEERROR', 'SAT']","[7.0, 8.0]"
"['vgtYpMkW2Trncnx9T', '4pLcqobxnJ7drP2GS']","['PARSEERROR', 'SAT']","[10.833333333333332, 9.75]"
"['DHJZ4C4HmmJi9AB5i', 'nP3GQMBu7d6rryueG']","['PARSEERROR', 'SAT']","[12.5, 13.0]"
"['LdjLamDxbQEAJ5BEm', 'mD569Bu9uNYEXjmyR']","['PARSEERROR', 'SAT']","[9.333333333333334, 8.4]"
"['NwshHL6AX6T4jsnEQ', 'Z8wyAzBirEoChfRtu']","['PARSEERROR', 'SAT']","[8.0, 6.3]"
"['MBLnJRevwLs242HvR', 'CqnmMPZ2MSdL8wWCG', 'WdJYP2PLvvKYX5jhZ', 'dyMpqnB9Rg629BzZa', 'ZQhqM6MYPeamGmo2s']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.0, 8.0, 9.0, 10.0, 8.0]"
"['KAtshFPvrAYXR9nEp', '98EFRz7bNi8brGkeB', 'hPMW8Ax5zup5kp9qp', 'L2hcPR7Mg8rF6bkxn', 'e3jqfxeC4uhjuDQbn']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[9.0, 9.0, 9.0, 10.0, 10.0]"
"['p3guyS5ZDEyeBqnpR', 'LAj3bKLMb8aaprYuR', 'LwSqDKqCJ8jRCRhec', '3SZKcLHP66GwamLYf']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[10.0, 8.25, 8.25, 9.0]"
"['cMa6bo7GBaPyQAnsr', '75h9om7qDeQqKSB2L']","['PARSEERROR', 'SAT']","[8.0, 9.0]"
"['wqf5AT5QSAmSiSEDT', 'Pgpkh9pQJzML9n5Et']","['PARSEERROR', 'SAT']","[9.75, 9.0]"
"['h5m8PiqqCpKJ83R24', 'EQWiY4NBDKBuZyJS7']","['PARSEERROR', 'SAT']","[10.0, 9.0]"
"['qcYo2BZ2gujSSQvXp', 'PB6cGnR6gpc9bGeZJ']","['PARSEERROR', 'SAT']","[9.0, 9.0]"
"['zkruSQHcArMx6RdQW', '8Kdb6vDXNEXWAk4NS']","['PARSEERROR', 'UNSAT']","[8.0, 8.0]"
"['PN4C6MxiQgJCo7RnN', 's2fyoRGQiGPS4istZ', 'idAJeFyj4GpB3DPNj']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[6.428571428571429, 9.0, 8.0]"
"['33HHcfRCbvH64A2es', 'knHsdHq9jGqKNAxNn']","['PARSEERROR', 'UNSAT']","[6.3, 10.0]"
"['heq9vFRwykmRASCwQ', 'Gk4togHnqdEA4Qf2y', 'jzv82LKu3Pw3FhYpM', 'toDv6FRfGb4hYgQrh']","['PARSEERROR', 'PARSEERROR', 'PARSEERROR', 'SAT']","[8.0, 9.0, 10.833333333333332, 12.833333333333334]"
"['g4L35iKzWLRYGABqA', 'BgTzCWmtwESNusukJ']","['PARSEERROR', 'UNSAT']","[8.0, 8.0]"
"['g5cLdHu9CYacZGr8E', '5fuwzwmajggWewEQS']","['PARSEERROR', 'SAT']","[10.799999999999999, 9.333333333333334]"
"['QWoQQZi3mzp32bky8', 'wD5EGrc5eyMybsBXG']","['PARSEERROR', 'SAT']","[14.666666666666666, 14.666666666666666]"
"['L5JK9yXNd8WczhRmB', 'e4kHzoQX9hv3ARhEP', 'ZNhv92EHumdNESdgK']","['PARSEERROR', 'PARSEERROR', 'UNSAT']","[8.333333333333334, 8.333333333333334, 10.0]"
"['9jLLP9ahN5C7nggPW', 'AgNAD3pvnYQmLp654']","['PARSEERROR', 'SAT']","[7.5, 9.0]"
"['fnbb4uesQDYzazifY', 'PSmYHSG5tGubLGR4P', 'qnLrdCqgBERQ9zMh3']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.0, 13.714285714285714, 16.0]"
"['7AMZZexFDthdaABTS', 'RTMqB23JyYzcem8Jf']","['PARSEERROR', 'SAT']","[6.75, 7.7142857142857135]"
"['xFd2Lx66M7qrW9soT', '5iFdhhFELT5o9gndY']","['PARSEERROR', 'SAT']","[11.916666666666666, 14.3]"
"['FKBGJpDvjDkrxRbvx', '8MecAmBgbcPppK4PD', 'whJKWtjtw2wNQNLiD']","['PARSEERROR', 'PARSEERROR', 'SAT']","[13.75, 13.75, 15.0]"
"['HSbXfeqgJzYLZQHxz', 'YXBnQi99CZHGCwMzg']","['PARSEERROR', 'SAT']","[8.333333333333334, 10.0]"
"['gpK7SdeqvF6ak7LJY', 'CpG6D6S9YonhHF3po']","['PARSEERROR', 'SAT']","[8.0, 6.3]"
"['jYX9xqnq6STnQtme5', 'KHGKqZrzfgouQaBFT']","['PARSEERROR', 'SAT']","[8.0, 8.0]"
"['PJg8wquZrZtpn96iY', 'uvimJaTSJG6dqHoef']","['PARSEERROR', 'UNSAT']","[9.0, 10.0]"
"['axPYfPJMmexfd6nhL', 'MhnYMes9JaGgdudxg']","['PARSEERROR', 'SAT']","[9.9, 8.0]"
"['BptaCGHbFo8wgZyYX', 'wkBK8Mewr9ZXWxmKm', 'd95FTPaYmvChpJYGW']","['PARSEERROR', 'PARSEERROR', 'SAT']","[10.5, 10.5, 11.666666666666668]"
