id,parseerror_fix_steps,unsat_to_sat_steps
Di35QkvhBAysHKDse,[],[]
xfKNa9ZX3JZX6pdZF,[1],"[2, 1]"
LWjARZFsG2MtzCin5,"[1, 2, 1, 1, 1]","[3, 1, 4, 1, 2]"
QqxYNnGBN9FgxodnY,"[1, 2, 1, 1, 4, 1]","[5, 1, 6, 1, 5, 2]"
LtF36skT9MK8fsTPb,"[1, 2, 2]",[1]
Yn62fk6KEqg6xmGyz,"[1, 2]","[8, 1]"
xMHx8mWCvuQFkFiS6,"[1, 1, 1]","[1, 2, 1]"
m5E8758vXyzNLgJuj,[1],"[1, 2]"
yAfMo7XCuquTh4729,"[2, 1, 1, 5, 1, 1, 3, 7, 1, 2, 7]","[1, 1, 5, 3, 1, 9, 2, 4]"
cxKZbhrN5EKAQAJMe,[],[]
ssn7tzrNzDx522t92,[],[]
LYALRFgzMLCDzmvQ7,"[10, 1, 2, 6, 2, 3]","[1, 1, 7, 3, 1, 4]"
Z3D4t74NJfgvWbMwF,"[2, 5]","[10, 7, 1, 1, 1, 1, 1]"
m2ZGn2EQ23ZpNgpwc,[1],[1]
MvLxRpzeweYQQLQff,[],"[1, 1, 1, 1]"
PvMcWTo3YGP4jMtA2,[],[]
GXfnmJonQkaXQKqMD,"[2, 2, 1, 1, 2, 1, 2]","[6, 1, 3, 1, 5, 3, 1, 1, 1]"
hWbur8RN3E6YP3k58,"[3, 1, 1, 3, 1, 2]","[1, 1, 9, 7, 2, 1]"
wCxXJRxXBHQdreTnv,"[4, 1, 1, 2, 3, 1, 1, 1, 3, 1]","[4, 1, 4, 1, 15, 8, 3, 1, 1, 9, 2]"
Qyy3XFSKPeDdjzFYe,[1],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
LTbPkoHoYcyx2uJD9,"[1, 4, 1]","[8, 2, 1, 1]"
st3JkGDQyP2hB2LrY,[],[]
bDMqNfX7wmAHboyQX,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 2]"
9MxTZBxbPRtwFJbo3,[1],[]
kqBnpijvDQpWAe5Jq,"[1, 1, 3, 4, 2, 3, 1, 2]","[2, 10, 6, 1, 1, 4, 1]"
HXJW7Scv7vs9DYQy6,"[2, 1, 2, 1, 1, 1]","[1, 5, 1, 1]"
zDnDsYWbL4Yp6zn4X,"[1, 2, 1, 2, 1, 1, 2]","[3, 2, 1, 1, 2, 1, 1, 1]"
h7B9ZBeWyAkvJ6XXB,[],[]
K3hKpqTeZbEqGReoX,"[1, 1, 2, 2]","[1, 3, 1, 1, 1, 1]"
NBMJh22HDeEazgHu5,[],[]
SvmMNNaaJCYwbb25s,"[1, 1, 2, 1, 1, 1, 2, 2]","[2, 3, 1, 2, 3, 3, 1]"
vfDSD9AhyJNMJWGcn,"[1, 1, 6, 2, 5, 3, 3, 1]","[8, 1, 9, 6, 5, 1, 4, 1]"
GMD3KdxLwjuDppLuL,[],[]
z6pKPBaGR4mENa64o,"[1, 1, 1, 3, 1]","[2, 1, 1, 1, 6, 1]"
aG8aFz8nr2TG5n7np,[],[1]
Y686HdfCdYyAoXcPB,"[1, 1, 1, 7]","[8, 6, 1, 2]"
YCxcGTGhmTjyPdeYt,"[10, 2, 4, 1, 3, 1, 4, 1, 1, 3, 1, 2]","[1, 14, 1, 1, 1, 1, 1, 3, 1, 1, 6, 1, 1, 3, 1, 1]"
2azDGrwrs9E8QiTpZ,[],"[1, 1, 1, 1]"
Z3kMunARWpQneNRYF,[1],"[1, 1, 1]"
E6FTDLfBJihFy2x7L,"[1, 1, 1, 1, 1, 1]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
g5BmCxcgKwtsouvZE,"[2, 1, 1]",[1]
LsBt9h5Dzw7Pd746z,"[2, 6, 2, 1, 1, 2]","[3, 1, 2, 4, 1, 1, 1]"
3dnXAERXvHRZz6JsL,"[1, 1, 1, 1, 2, 1, 5, 1, 2]","[3, 1, 4, 1, 1, 1, 1, 11, 3, 1, 4, 1]"
eMuCJSJBDoqXt8k28,"[1, 1, 1, 1, 1]","[4, 2]"
qfhcrRqKtztAATArR,[],[]
yCdGjhz8KLrwT5fyx,[],[]
BhfZLMXC74f3Yxfzw,"[1, 1, 1, 2, 1]","[1, 5, 1, 1, 1, 1, 1]"
T8Xw7xEjZ8AaMTeT3,"[1, 6]",[]
ZhZg7gZrmTxymhstq,[2],[]
hirdRd2eFGN6Zbj6v,"[1, 1]",[1]
xF4uEsCcGBT64JRDt,"[5, 1]","[1, 1, 7, 1]"
zpppejMcPSjj53bSw,[1],[]
pdrgE7rsHHgetumGe,"[1, 1, 1]","[1, 1, 1, 1, 2]"
qbXEqemvWbGadM7nY,"[2, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 6, 1, 3, 1, 3, 1]"
RS53HHPaFRSmbuCqy,"[1, 2]","[1, 1, 3, 1, 1]"
LZ2iBzSAfzGW5q67q,"[1, 1, 4, 2, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 2, 2, 2]","[2, 5, 1, 1, 5, 2, 3, 5, 1, 3, 2, 11, 6, 3]"
3outKNmZiJZiEa96D,[6],[]
XTCs2ZE7Jn3wu76jQ,"[1, 1]","[1, 1]"
H3NtFsEu9CXrZzGp4,"[5, 5, 2, 2, 1, 1, 5, 2, 1, 10, 4, 2]","[14, 8, 1, 3, 6, 2, 6, 16, 5, 1]"
YiWDxt87vZXrMA2QL,[],[]
zmnwNw7QwjuqYSxdn,"[1, 1, 4]","[1, 2, 1, 1, 1]"
oa7RD8fPY7br5zpqT,"[1, 1, 1, 1]","[6, 4, 2]"
S7Pw9MThznCZDJ8nx,"[1, 4]","[1, 4, 1, 1, 1, 1, 1, 1, 1]"
fFHokvK7bBNgBnwKb,"[1, 1, 1]","[1, 2]"
dPmvetNzxHM3osTJ3,"[1, 3, 1, 2, 7, 1, 2, 1, 1, 1, 1]","[4, 3, 8, 2, 2]"
ppDyDtd3KEWMMXTXQ,"[1, 1, 2, 1]","[1, 1, 3, 1, 1, 1, 1, 1]"
jK8gYeEkf2zobiuh2,[],[]
2K8ymMoLttvEGbNzQ,"[1, 1, 5]",[]
jgqSdbQvPdW8qnML5,"[1, 1]",[2]
sJRdkRF6q43zzE6R4,"[2, 3]","[1, 3, 1, 1, 4]"
AAo7rZ2fkoipHEqLb,[1],"[1, 1, 2, 1, 1, 1, 1]"
54rvKhEtHxu4PgTCn,[1],[1]
sEXZoCHcGA8ieRQJy,"[1, 1, 2, 1, 1]","[1, 2, 1, 1]"
bEMTRZPMP4u4B2wy2,"[1, 2, 2, 1]","[1, 1, 8, 5, 2, 1]"
penYqs6BDcmb8ZeQJ,"[3, 1, 1]",[1]
Rsf3Fyf7siZboSzLW,"[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1]","[1, 1, 2, 1, 1]"
tcpe7pBg3ge9B2hxc,[1],[]
HaCzyrYeZBLNu6A3y,"[3, 1, 2, 4, 2, 1, 1, 1, 1, 3, 1, 1]","[1, 6, 2, 3, 1, 1, 1, 6, 4, 1, 6, 4, 1, 2, 1]"
ZRPzXdjzxq8dHbPcg,[1],"[1, 2, 1, 1]"
8s8smK9b4fR9uA5Xi,[],[]
5vXAj3w8eG9DMkykq,[5],[]
45nevEc47YeXy2NYq,"[1, 1]",[1]
xB6yNhkDy2RLNFM8o,"[1, 1]",[2]
jrupgdtXHq4ry4RMs,[],[]
L5j8daC8tbBGMBvof,"[2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]","[1, 3, 1]"
quwzAR6WPo8fCvw6u,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 4, 2, 1]"
N5KkkhpBgzhED5XEB,[1],[]
Ge4YeGaCFjzctJacd,[],"[1, 1]"
KKkMXmEvGbJTgaWwM,"[2, 2, 1, 2, 3, 1, 1, 1, 1]","[3, 2, 1, 6, 3, 1]"
rjudaLkrdnqk4gubr,[],[]
d8ATZyogvtcKGwWWj,"[1, 1]","[4, 2, 1, 1, 1]"
QE2h3MKk6YnqZBZeg,"[2, 1, 1, 1, 1, 2]","[3, 5, 3, 1, 2]"
NZF3ZEYJXFdAATZX4,"[1, 3]","[5, 1, 1]"
dzM8jQrfg5tZ9ediM,"[2, 2, 1]","[1, 5, 1, 1, 1, 1, 1]"
5XFcPduwu2S8fFibh,"[1, 1]","[1, 1, 1, 1]"
pYaNPpecTsk4262Yp,"[2, 1, 1, 1, 1, 1, 1, 1, 1]","[2, 1, 2, 1]"
4Y6Cahap5fT5aYZTR,[1],"[1, 1]"
wCXn44wAgvboqvoWQ,[],[]
M8tADSPE4LCEtwxuG,"[3, 2, 1, 2, 1, 1, 4]","[4, 3, 2, 1, 1, 1, 1]"
9cGNesecbTvEEgcf2,[],"[1, 1]"
Xywm2ZiM6i8x65hsm,"[2, 2, 1, 1, 1, 1]","[3, 4, 1, 1, 1, 3, 1, 1]"
wDWKxCbKNXjNqZF87,[3],[]
PSc4Gs67mScuzPQv7,[],"[1, 1, 1, 1]"
BR6sjEvv3Jt5Fefft,"[1, 1, 4, 2, 3, 2]","[2, 5, 1, 1]"
jBYXZAs6sinN5TeE5,[],[]
imYQvg47YuSyYrdq6,"[1, 3, 3, 1, 1, 3, 1]","[4, 1]"
6NDaGh9hTSnpMzEaC,"[6, 5, 9, 1]","[7, 19, 13, 1, 2]"
msq2ASqsYMiYo4k3H,"[1, 4, 1]","[4, 1, 1, 1, 2]"
pkTyf7EfGuHGqpWf8,[2],"[1, 1, 1]"
YruMMmnoTnLq7qbHn,"[2, 1, 1, 4, 1, 2, 1, 1, 2]","[1, 1, 2, 3, 1, 3, 5, 1, 1, 1]"
pkTNBHYAviEz76Z88,"[2, 4, 1, 1, 1]","[1, 1, 6, 1, 1, 1, 3, 1, 1]"
AED5v2NzYAwmfMyjS,[1],[1]
WTjHzHj7DLnfgTgx6,"[1, 1]",[1]
DRHFfQvaukLer5zxA,"[1, 1]","[5, 2]"
Gy4zvmQuDHS9eMxGk,[],[1]
jmqsGLkRiDXMdPPPF,[],"[1, 1, 1, 1]"
QTWT7P7kR3nFxEYiD,[],[]
TNdWWGzF9685JSH6T,[],[]
xdT2SzjDbtNsEdjYJ,[2],"[1, 3]"
NrXy89hBJ5svtQiuM,[2],[]
ihzxWmY7cMkEY7xhn,"[1, 1, 1, 1, 1, 1, 1, 3, 3]","[1, 1, 6, 4, 2, 3, 1, 8, 4]"
6irgGpiqvw2CeyETh,"[1, 1, 1, 1, 1]","[1, 2, 1, 4, 2]"
Yj5BBQBLcFeGyY83q,"[1, 3, 2, 2, 2, 1, 1, 2]","[1, 1, 1, 1, 3, 5, 1, 1, 1, 1, 1]"
dqiPCb8kw9R4xc3fH,[],[]
NHrsFcPSMd5s7CwtB,"[1, 1, 4, 1, 2, 1]","[3, 1, 1, 4, 1, 1]"
eYfn2WiHWTdSdRyKK,"[2, 1, 1]","[1, 1, 3]"
9YqtpFRheiZ92NNJQ,[],"[1, 1, 1]"
iLwuzc7bTWsqeG9qL,[1],[1]
MbhvLGGiYF7jb9cmu,"[1, 1, 1, 2]","[1, 1, 1, 1, 1, 1]"
uoz4qPZAbN6fTb8oj,[],[1]
HeRuYSLoHoYf5QMGY,"[1, 1, 5, 1, 3]","[1, 1, 2, 1, 7, 4, 1, 1]"
paJruXvckDsrSeteg,"[1, 37, 2]","[38, 3]"
oozmMcpF85wiPnNXj,"[1, 4]","[8, 1, 5]"
HDdpBAe6sB6rBSELK,"[1, 3, 1, 1, 1, 1]","[8, 4, 2, 4, 2, 1, 1, 1]"
gZjyBvgo4jmvHAzY5,"[1, 1]","[1, 1, 1, 1, 1, 1]"
3sW9bqAmmGrHLD2CX,"[1, 2, 1, 1, 3]","[7, 1, 1, 5, 2, 3, 1, 1, 1, 1, 1, 1]"
aqZ99xsCwoybeNght,[1],[]
ziuA2Apvo2H9jp3yx,"[1, 3]",[2]
sk2WyqRNhuHyTcWwa,[],[1]
Mx8qgrw3er36C5Suf,[],[1]
s955ShiZfWPrLkmBW,[3],[]
hBiwYo6eJDJkLq2f6,"[2, 1, 2, 1, 2, 1]","[1, 1, 10, 5, 1, 4, 1, 2, 1]"
WTrPg9N4ixxS9shzP,"[1, 1, 2]","[4, 1, 1, 1, 3]"
XrvdTZ7sFJxQobnBx,"[1, 2]","[1, 2]"
SrSkcGvaStov6deE7,"[2, 7, 1, 2, 5, 1, 1, 2, 2, 5, 2, 1]","[1, 3, 1, 1, 5, 3]"
H22fLmPSTYT3CDWfB,[1],"[1, 1]"
xweAC6m8mkXSp8cjh,"[2, 1, 2]","[1, 8, 2]"
8JPPy4GFLXufpDxu5,[],[]
oLD74cgLZG5DiaJYz,[],[1]
cGtzsLGMuwiCXTBLH,[],[1]
vvaGCW5eHtoWjvdLf,[],[]
pZeKqrSveXbK7CiSq,"[2, 1, 1]",[2]
qEPhJ6PztWwBmypGJ,"[2, 1, 1, 1, 1, 2, 1, 1, 2, 1]","[3, 4, 1, 1, 3, 1, 1, 1, 1, 3, 1]"
4av3fgcfW3vBeA9qx,"[2, 1, 1, 1, 2]","[1, 6, 3, 1, 7, 2, 3, 1, 1, 1, 1]"
qGzXPSyFhJMkDT2k9,"[1, 1]",[]
dhXeW89H939q58r7R,"[3, 1]",[]
dYdRMaKPqWMLfokpw,"[3, 1, 1, 3, 1, 3, 1]","[4, 3, 1]"
gBs6egpaifo5HPe3p,"[1, 3, 2, 2]","[3, 1, 1, 1, 8, 5, 1, 1]"
mt5bjfCQW8uyASuBq,[1],[]
xM7kREwYDWraPfRAC,"[2, 2, 1, 1, 1]","[5, 1, 7, 4, 2]"
h34oaPJmSwnejQJuP,"[1, 1, 1, 1, 1]","[9, 1, 2, 4, 1, 1, 6, 1]"
ohH7xhrv9YEuaLS7C,"[1, 1]",[]
ptkH42AbYvnzkCBw6,"[1, 5, 1, 1]",[2]
zX4KZrPgxvpMu99yD,[],[1]
32KpMmwrqou7yrFJi,"[2, 2]",[]
y5WownnuLGHw5GJWA,[],[]
hii6AK6Mvg8RR9EsT,"[1, 1, 2]","[1, 7, 3, 1, 4, 1]"
zY8EyEKKKX6QezPhK,[3],"[4, 1, 1, 1]"
CLRM9SNssPXnwmkbi,"[2, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 6, 1, 3, 1, 3, 1]"
9wTDT2G6rtmqPEZKF,"[1, 2, 2, 1, 1, 1, 4]","[1, 1, 1, 3, 1, 1, 3, 1]"
7H42KkARChTCZbNa6,[],[]
TQNJrXpEDbNyRvNok,"[1, 1]","[1, 1]"
vHp7T72BnnS9oPnvk,[1],"[1, 2]"
zk6ooEFyFj2aTz7Pz,"[1, 3, 5, 1]","[1, 11, 7, 1, 1]"
xZ7E6N7LGohAgknkg,[],"[1, 1, 1, 1, 1]"
gksyNcfGaDgN76xMs,"[1, 1, 1, 5, 1, 2, 1]",[2]
8SEejHZyS6FASMzpC,"[1, 1, 2]","[1, 4, 1, 1]"
mqAxQJDQCWZZ8kfkK,"[1, 3, 1, 1]","[1, 1, 1]"
EXCkMSTMWvZSPmSmv,[],[1]
Z9Y6922q4sQsux4HY,[],[]
wKJLb3RJ5z2tEoxJK,[2],"[1, 1, 4, 1, 1, 1]"
hiTSY2mB7WnAWvYNG,[],[]
ewunnZhXabfYidKmL,[],[1]
eSyyuybBZtf25iFfE,[1],[2]
7bAPLFnCoNyYzf7gc,"[1, 5, 1]","[6, 1]"
NXJDPA856MBGydFy2,[],[]
FLtcfxNmWHgysadPg,"[1, 1]","[1, 4, 1]"
Eq3siTzcwsATLMx5c,"[6, 1, 4, 4, 1, 1, 2, 1, 1]","[7, 1, 1, 1, 5, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 2]"
55NsrkepFPEdvT69e,"[1, 1, 1, 1, 2, 1, 5]","[2, 2, 4, 1]"
7YjZtAg6iDCXgvpxR,"[2, 1, 1, 4, 1, 2, 1, 1, 2]","[1, 1, 2, 3, 1, 3, 5, 1, 1, 1]"
QBHAAo74XQPgEy5cn,"[1, 1]","[1, 1]"
grhwnRmHkbCvrGsfb,[],[]
BkePKWSXas7dXRgyt,"[1, 1, 1, 1, 1]","[1, 1, 1, 3, 1, 1, 1, 1]"
AJRBvtdCT3Pp7Fx5A,[1],"[6, 1]"
hHHqRDPSmeLgmtxTM,[],[1]
iqr3kZSDyvtYZZPL5,[1],"[1, 1, 3, 1, 1]"
uWK5CHdcBDHXpGiP3,[1],[1]
F8sNq9EFpwYL8Juvj,"[4, 1, 1, 4, 3, 2, 4, 1, 3]",[]
svGZPMG9i5zpJkFBD,"[1, 1, 1, 1, 1]","[6, 1, 1, 2, 1, 1, 1, 1]"
JozvdMwfdLBgRv773,[],"[1, 1]"
zsnFmokQaDzgewioP,"[1, 1, 1, 6, 2, 2, 1, 1, 3, 1, 6, 1, 1, 2, 9]","[3, 1, 7, 3, 4, 1]"
eTChrfmYvkwj58KNH,[6],[]
GGsRz4pWx9obYvWs2,[4],"[1, 5]"
D5NBoJpfSczwijcLA,"[3, 1]","[1, 1, 1]"
cEvfMQNZaAjJNzoPh,[1],"[3, 1, 1]"
8CRSMarakcgQF5YBw,[3],[1]
TBcwQZpmENPMdDQYh,[],[]
wRbSmBwPs5mjHbeqy,"[3, 2]","[3, 1]"
NtdKTvDeqQupvqZzQ,"[1, 3, 5, 2, 18]","[6, 1, 3]"
RymvEvYtasm3cWMhM,[],[]
mK95ufzKhj2YQCcbx,"[1, 4, 2, 4]","[10, 8, 3, 5]"
s4C4FqCsPg9iQAQzJ,[],[]
Ykyfw5AdSZG65po9S,[],[]
wdjDHhWHkpWkr4DsL,"[1, 2, 1, 1, 3, 1]","[9, 6, 2]"
eDH9hsF8xL5a8xuey,"[4, 4, 1]","[11, 6, 1]"
sqyX5RETWjGzyj8hS,[],[]
JkabbCqMgDipY3Rxu,"[4, 1, 2, 4, 3]","[19, 13, 11, 5]"
RZ8Tf8Tah4o8n7dRS,[],[]
xJaj4XB6jSEvdb3iQ,"[3, 1]","[1, 1, 1, 2]"
nf4HPGAFHJCgbCNPX,[],[]
c8S5htz792Fqy4FdL,"[1, 1, 3]",[]
jfd5zb9tjRqJdB9Fj,[],[]
3R4J7kg7MJct9euiy,"[2, 3, 1]","[1, 2]"
Jo7FwbaFcvn3dcyoy,"[1, 1, 1]",[]
TgPsewwu56yR3rYN7,[],[1]
HM7v3PYAYzKsWMRtN,"[2, 1, 3, 6, 1]",[]
egw72CjfnYuk9JXhX,"[2, 1]","[5, 1, 1, 1]"
ZQoPWsZRgjYBL4JNQ,"[1, 1, 1, 2, 3, 1, 1, 5, 3]","[6, 2, 14, 11, 8, 3, 1, 13, 7, 1]"
wZrfqabjwCXJCSHjP,"[3, 1, 2]","[1, 3, 1, 4, 1]"
3xnvgGCRyWC7Mj5rY,[],[]
GfHmSa2M5YHouq8DL,"[2, 1, 1, 3, 1, 1, 1]","[1, 2, 1, 2, 1]"
Hqmv2Z6ujYNa8CNyB,"[1, 1, 2, 1, 1]","[2, 1, 3, 1]"
vz3EKNuXkubpmERdi,"[2, 2, 2, 2, 2, 1, 2]","[1, 8, 1, 1, 2, 1]"
N5rrmTKswhaRqGgE4,[],[1]
qskGb5gHLhGacAYJF,"[3, 1]","[5, 1]"
xmPuFDMrQCdAitvm8,"[1, 1, 3, 5, 2, 1, 1, 1]","[1, 1, 1, 12, 7, 1]"
KieEqpsEDtyuYQxSF,"[1, 1]",[2]
J6NzdTwJ6a8SDtfej,[],[]
5uxH5dFMgnK6fvAA7,[],[]
2bBZZj5GEXgQMJ8Wf,[],"[1, 1]"
8WAv3kjW4Wi6S2MWM,"[1, 1, 4, 2, 2, 2]","[3, 1]"
v3qY8WFSsLwwzHHdu,"[1, 1]",[2]
a9dLFEegbTgtJWAQK,[],[]
WbPbcoP5sWF4BRJ9u,"[6, 3]","[14, 7, 1]"
XReH7wYuAhnyvk8E3,[],[]
YYeAtXkLd6xvGCjbm,"[3, 1]","[8, 3, 1]"
6akcARNcfG6ZeYtQr,[],[]
QjhAAap4kqfF2ozNv,"[1, 1, 1, 1, 1, 1]","[4, 2, 1, 5, 2]"
xLP5K9jJcmEfA7shY,[],[]
9ycYNnYyBSDqJY4nn,"[1, 1, 1]","[1, 9, 6, 1, 1]"
JdnmQFZHR78qeNjpf,[],[]
cPRY39CbDHdiq89yY,[],[]
EzMT493CjyxtKW5nX,"[2, 1]",[]
vzxnGZm3oJw8K2XRE,[2],[]
aB9w74NyDJrNLzqAj,"[1, 1]","[7, 5, 1]"
Bfnb9ye3pZwRxL4od,[],[]
KTGbERY9TjEHRmWcw,"[3, 1]","[1, 1]"
bT5o4MCcQHwRm4EWo,[1],[1]
SnkHzLTshkscSWb7M,[],[]
J9u5LZEzAHp63JjxY,[],[]
pP7RCHt2Zep3DNLe8,[],[]
ihuD3brJ9qqcKrxgv,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 6, 4, 2, 2, 1]"
RPAzavbScBZmaAQp7,[],[1]
ooYM5vZ5hphSLBysa,"[2, 1, 3, 1]","[3, 1, 1, 2, 1]"
FZqzyNxzRpvvLxNzu,[1],"[1, 1, 1, 1]"
uupcQukPgtEd47mTB,[],[]
2wXd9hFW7m8yCG5qz,"[1, 1, 1, 1, 2, 2, 2, 3, 2, 3, 1, 1, 1, 1, 2]","[8, 4, 2, 1, 1, 7, 1]"
NpQRRYmupLJEFvWjG,[2],[1]
5eHBwrPoCgMHCuhzE,[],[1]
pDqyHDjXxjDvgaLyp,[],[]
S7bfzJCJ9mdNXhijP,[1],[2]
Y4Dyx8RdcKzXDsttA,"[1, 1]","[4, 1]"
LMZsWSD3zY64MNzQC,"[1, 4, 6, 2, 1]","[1, 12, 7, 1, 1]"
b6TmpuP9s4Jo94rhB,"[2, 1, 1, 2, 1, 2, 1, 1, 4]",[1]
uFGRMynDLYfMDX8JH,[],[]
RWuL3HNTuubFNkpSe,"[1, 2, 1]","[3, 3, 1]"
PRqcv8AZW4JEoWoe4,[1],[1]
2tmfS4KnJ4BizFvKP,"[1, 1]","[3, 1]"
2oAueuBFKcQytB6nD,"[6, 2, 3, 1]","[1, 9, 1, 4, 1]"
vijNiXWv5nhkrKaJC,"[1, 2, 1, 1, 1, 1]","[1, 1, 7, 3, 1, 1, 1, 2]"
JoTEWetpHtKudrnWz,[],[]
NL24dPRBc8sB4LBmm,"[5, 3]",[4]
D43MHr9Zy2oAFHMRz,"[4, 2]",[]
xFjPM5T3Jr54ygmGC,"[2, 2]","[4, 1]"
qNWAvQ6jPcMN5ZqLo,[],[]
dPZr6MzpbFKwNCEC4,"[1, 2, 1, 1]","[1, 1, 1, 1]"
HtoTuJc5an5yqhjd5,[],[]
sSRhhM6ScNcB5dvwq,"[3, 2, 1, 1]","[3, 1, 3, 1]"
Le4LitksdQzvm2ymy,"[1, 2]","[1, 2, 1]"
54oNbELuqwXmWq37S,"[3, 2, 3, 1]","[5, 1]"
SXQPeoCCgjJhs9SMr,[],[]
xemRwptsNkhn7ayvD,"[3, 1, 1, 1, 2, 2, 2, 1]","[1, 5, 1, 3, 1]"
kMZWmaHcYXdPhpovd,[],[]
ZhhKXovG5Y6wPYdGK,"[1, 1, 1, 1, 2, 2, 1, 1, 1, 1]","[2, 11, 6, 3, 1, 5, 2]"
9gZFGyNbXc3eQMxCM,"[1, 3]","[2, 1, 1]"
r28aRLTq4MZ6k5GGt,"[5, 1, 1]","[2, 1]"
XPkW8w5BX9smYxYFo,[1],"[1, 4, 1]"
Nu57ugP29WcuHFCu3,[],[]
F5vHc39dsSmF5LzGS,[],[]
viwTaexLJ55oiAGiX,[1],[1]
BwMmWTNdXXGSnSC2T,[1],[1]
gwFSpwxSqt7htNZjP,"[3, 1, 2]","[1, 2]"
2DMNsCdFDWseSAkHQ,"[3, 3, 1]",[4]
WD6gLTk5asNTyvL5y,"[7, 1, 12, 4, 6, 4, 1, 3, 1, 1, 1]","[8, 5, 7, 1, 1]"
dGrd7oSqP9vscYRun,"[1, 2]",[3]
HfJXvYpGvsT5ToDTy,[],[]
RdrQXgdKLGt7WLYv9,[],[]
RoHC9Aw9HPyabfL57,[1],"[1, 1]"
8BnaRuo3HBhem3tud,[],[]
kaRnCiuZ25jGrL6Xe,[],[]
djFR944GvuetYFrPA,[2],"[1, 1]"
enREQgZk2dMFQY5H8,"[1, 1, 1, 1, 1, 1]","[4, 2, 2, 2, 1, 1, 1]"
bEEmZJn82xWYD6jfE,"[2, 1, 2, 2]","[1, 1, 3, 1, 1]"
bGQ7eWeui2uF53sF9,"[1, 4, 2]","[1, 1, 5, 1]"
GJ447uRfeBz9FusRY,[2],[]
ci4aaiKKJm5oJhvEH,"[2, 1, 3, 4]","[3, 3, 1, 1, 4, 5]"
cnJRrftZx5CPKnF4v,[5],"[1, 1]"
t7SGZu9TYzpBMakC2,"[8, 4]",[9]
PBNDkv8uwyTuxY4PN,"[1, 4, 3]",[]
3RwAJXJfCX6ZcWZnj,[1],[1]
vgqGZ7Ef8Pp4YXsdK,[],[]
Yi7ERqo6RBNdaniTN,"[2, 1, 2, 1, 1, 1, 1, 6]","[7, 5, 2, 2, 1, 8, 1]"
rTBfuszwadoAh6Sbp,[],[1]
grfmDfrWxHR45L7zA,[],[]
8vRR5oAKf3jwaGTBA,[],[]
a6p2GkYPFiDi9APpT,[],[]
xzuaHxGLSetmp9oxJ,[],[]
Kjs3PQexbxuvJL2p2,[],[]
kHHd7NAJqTxr2A7ec,"[3, 1, 2, 2, 1, 2]","[1, 4, 3, 3, 3]"
5QAAPhxaiKLBv4eJG,"[2, 8, 1]","[1, 12, 2, 1]"
yp8PehgrMjFS422pe,"[1, 1, 1, 3]","[2, 2, 4]"
cpRKTePktYoXfbWMG,[],[]
qriLBkQFQKhsBzyvM,[],[]
rbT2hLG32RYxMpeXe,"[2, 2, 2, 3, 1, 1, 1, 2]","[3, 3, 1, 1, 1, 1, 4, 1, 1]"
bEw3egm2CR7DPgcKi,[1],[1]
yPc3NSkjxEdqurtsZ,"[3, 4, 1, 3, 1, 2]","[1, 1, 1, 1, 4, 1, 1]"
eDFY9xDBjGf9yPsd2,[],[1]
pfr4AyGsd6sPyFcAJ,"[1, 1, 2, 5, 1]","[4, 2]"
mTmNFFnBSz4jwgzeF,[1],[]
KZxp8FEnGvF72FoEm,[1],[]
pRhzNEEwzJxmq49m2,"[3, 2, 1, 5, 1, 4, 5]","[1, 6, 3, 1, 14, 5, 1]"
tgLJ6jt6MpNFjT9tD,[],[]
uYWWdidAwg4Lub7Zp,"[2, 2, 4, 1, 4, 14]","[1, 1, 1, 1, 1, 6, 1, 1]"
35DcnrXtNeXsoAi6F,[],[]
gQ5r4NthKsxzbt5qo,[],[]
oQfiR2xHothbzni8q,"[5, 1, 4, 2, 1, 1]","[10, 6, 1, 6, 3, 1, 1]"
3uk8aWfGKxqnLT8dW,[],[]
ptKv9EjRjkFNcsinx,[3],"[1, 1, 1]"
54uwcnagiE67SKQmS,[],[]
QTEyn7FuoYKqRncYd,"[1, 2]","[1, 1, 3, 1]"
FSiq2Qvf6bHBLGDr5,[2],"[7, 1]"
nscdXZDDMR8n49gi9,"[1, 2, 1]","[4, 1, 1]"
T8oK7HqE5KPuGdWdE,"[3, 6, 1, 1]","[1, 5, 1]"
jz5qS8dwwTxZCQtDr,[],"[1, 1, 1]"
FXXePeeBGR26ma3Dq,"[2, 2, 1, 1, 5]","[1, 1, 1, 1, 1, 1]"
Z5LcN3exHgXXL4bnX,[],[]
txYdDEdNtFP2PQes3,"[1, 2]",[]
vhMtH3BGqAT4R9Prk,"[3, 1, 1, 7, 1]","[4, 1, 3, 1]"
JHQjZ9s9ZvgZiygBr,[],[]
5jGntQ9c9uWvWu77J,[],[]
